,name,type,thc_level,most_common_terpene,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohns_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinsons,tourettes_syndrome,alzheimers,hiv/aids,tinnitus
41,Cookies and Cream,Hybrid,21.0,Caryophyllene,64.0,60.0,49.0,45.0,0.0,21.0,11.0,5.0,1.0,4.0,28.0,19.0,24.0,23.0,17.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,Blueberry,Indica,17.0,Myrcene,60.0,53.0,44.0,30.0,37.0,28.0,17.0,6.0,4.0,0.0,37.0,30.0,22.0,27.0,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,AK-47,Hybrid,16.0,Myrcene,42.0,56.0,46.0,45.0,0.0,38.0,23.0,9.0,8.0,0.0,38.0,25.0,24.0,27.0,16.0,0.0,0.0,5.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44,Blue Cookies,Hybrid,19.0,Myrcene,74.0,61.0,57.0,41.0,28.0,21.0,11.0,3.0,2.0,1.0,34.0,24.0,27.0,29.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,Zookies,Hybrid,19.0,Caryophyllene,69.0,56.0,41.0,45.0,0.0,7.0,5.0,3.0,0.0,3.0,19.0,15.0,13.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,Kush Mints,Hybrid,27.0,Limonene,42.0,42.0,39.0,27.0,18.0,6.0,3.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,Super Lemon Haze,Sativa,18.0,Terpinolene,0.0,53.0,46.0,51.0,0.0,27.0,16.0,6.0,7.0,5.0,32.0,17.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,51.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,Grease Monkey,Hybrid,21.0,Caryophyllene,73.0,49.0,50.0,32.0,39.0,20.0,9.0,3.0,1.0,3.0,27.0,23.0,18.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,Forbidden Fruit,Indica,14.0,Caryophyllene,67.0,48.0,40.0,28.0,31.0,13.0,8.0,1.0,1.0,0.0,25.0,19.0,17.0,21.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,Peanut Butter Breath,Hybrid,19.0,Caryophyllene,65.0,48.0,34.0,29.0,26.0,9.0,7.0,3.0,0.0,2.0,12.0,0.0,11.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51,Animal Cookies,Hybrid,18.0,Caryophyllene,68.0,54.0,47.0,38.0,29.0,23.0,11.0,3.0,4.0,4.0,31.0,28.0,22.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,Grape Ape,Indica,17.0,Myrcene,57.0,46.0,41.0,26.0,41.0,27.0,16.0,5.0,4.0,0.0,36.0,38.0,19.0,31.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,Strawberry Banana,Hybrid,21.0,Limonene,56.0,51.0,41.0,34.0,0.0,17.0,11.0,3.0,2.0,3.0,23.0,14.0,16.0,18.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,White Runtz,Hybrid,18.0,Terpinolene,71.0,48.0,48.0,41.0,0.0,10.0,5.0,2.0,0.0,2.0,15.0,15.0,12.0,23.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,Candyland,Sativa,18.0,Caryophyllene,44.0,61.0,49.0,53.0,0.0,19.0,12.0,3.0,2.0,4.0,29.0,18.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,Gelato #33,Hybrid,19.0,Limonene,56.0,62.0,50.0,53.0,0.0,13.0,10.0,5.0,0.0,2.0,21.0,13.0,18.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,Super Silver Haze,Sativa,18.0,Myrcene,0.0,58.0,53.0,57.0,0.0,28.0,17.0,8.0,8.0,4.0,37.0,21.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,41.0,48.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
58,White Fire OG,Hybrid,21.0,Limonene,48.0,57.0,49.0,50.0,0.0,23.0,12.0,3.0,3.0,5.0,29.0,24.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59,FPOG,Hybrid,18.0,Limonene,49.0,62.0,53.0,50.0,0.0,28.0,14.0,6.0,4.0,4.0,33.0,20.0,26.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,Tahoe OG,Hybrid,18.0,Limonene,66.0,46.0,43.0,0.0,46.0,28.0,15.0,6.0,3.0,0.0,34.0,32.0,22.0,25.0,30.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61,Jet Fuel,Hybrid,20.0,Myrcene,48.0,52.0,44.0,48.0,0.0,17.0,10.0,4.0,3.0,4.0,26.0,18.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62,Platinum Cookies,Hybrid,18.0,Caryophyllene,66.0,57.0,52.0,45.0,0.0,23.0,11.0,4.0,4.0,4.0,33.0,29.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63,Lemon Haze,Sativa,19.0,Myrcene,39.0,64.0,50.0,52.0,0.0,36.0,18.0,9.0,9.0,5.0,32.0,17.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,Alien OG,Hybrid,18.0,Myrcene,60.0,54.0,54.0,44.0,0.0,23.0,13.0,5.0,5.0,0.0,31.0,24.0,22.0,25.0,16.0,0.0,0.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65,Birthday Cake,Hybrid,20.0,Caryophyllene,65.0,51.0,42.0,30.0,24.0,19.0,9.0,4.0,4.0,4.0,25.0,17.0,18.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66,Bubble Gum,Hybrid,17.0,Myrcene,47.0,60.0,51.0,42.0,0.0,30.0,19.0,8.0,6.0,0.0,35.0,25.0,26.0,25.0,13.0,0.0,0.0,5.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,Platinum OG,Indica,19.0,Myrcene,69.0,43.0,48.0,0.0,46.0,29.0,16.0,7.0,4.0,2.0,33.0,28.0,21.0,28.0,27.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,Apple Fritter,Hybrid,25.0,Limonene,67.0,55.0,42.0,37.0,30.0,10.0,7.0,0.0,0.0,0.0,17.0,7.0,7.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,Blue Cheese,Indica,17.0,Myrcene,59.0,52.0,49.0,34.0,35.0,35.0,20.0,7.0,5.0,0.0,39.0,30.0,23.0,29.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,Gary Payton,Hybrid,15.0,Caryophyllene,77.0,62.0,51.0,44.0,0.0,17.0,6.0,0.0,1.0,3.0,12.0,6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,Thin Mint GSC,Hybrid,18.0,Caryophyllene,63.0,56.0,52.0,48.0,0.0,23.0,11.0,5.0,4.0,4.0,32.0,23.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72,Tropicana Cookies,Sativa,16.0,Caryophyllene,30.0,52.0,37.0,47.0,0.0,15.0,5.0,3.0,2.0,4.0,17.0,10.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73,King Louis,Indica,21.0,Limonene,60.0,34.0,31.0,0.0,48.0,21.0,12.0,4.0,3.0,0.0,31.0,29.0,19.0,24.0,32.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74,Pound Cake,Hybrid,17.0,Myrcene,54.0,35.0,40.0,24.0,29.0,16.0,5.0,2.0,5.0,0.0,10.0,8.0,10.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75,Tangie,Sativa,17.0,Myrcene,0.0,48.0,37.0,45.0,0.0,15.0,7.0,2.0,0.0,4.0,23.0,12.0,22.0,18.0,0.0,0.0,0.0,2.0,0.0,32.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,Platinum Kush,Indica,18.0,Caryophyllene,68.0,52.0,49.0,0.0,39.0,31.0,20.0,6.0,6.0,0.0,37.0,30.0,19.0,28.0,23.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77,Cookies Kush,Indica,17.0,Myrcene,73.0,53.0,45.0,0.0,48.0,29.0,20.0,8.0,3.0,2.0,34.0,21.0,16.0,25.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
78,Venom OG,Hybrid,19.0,Myrcene,70.0,49.0,41.0,34.0,36.0,26.0,12.0,6.0,0.0,2.0,33.0,22.0,17.0,27.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79,Purple Haze,Sativa,16.0,Myrcene,40.0,58.0,57.0,50.0,0.0,36.0,20.0,11.0,9.0,0.0,35.0,23.0,25.0,27.0,11.0,0.0,0.0,6.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,Gelato #41,Hybrid,24.0,Limonene,64.0,48.0,41.0,30.0,0.0,17.0,5.0,0.0,2.0,0.0,15.0,7.0,15.0,12.0,5.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,Maui Wowie,Sativa,17.0,Myrcene,0.0,59.0,47.0,53.0,0.0,25.0,15.0,4.0,4.0,0.0,35.0,20.0,25.0,28.0,0.0,0.0,0.0,3.0,0.0,36.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,Motorbreath,Hybrid,25.0,Caryophyllene,60.0,52.0,64.0,41.0,0.0,10.0,2.0,2.0,0.0,1.0,23.0,18.0,17.0,17.0,11.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
83,Black Diamond,Indica,17.0,Myrcene,73.0,62.0,49.0,39.0,0.0,26.0,15.0,5.0,4.0,3.0,34.0,25.0,27.0,25.0,22.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
84,Purple Kush,Indica,17.0,Myrcene,58.0,52.0,46.0,0.0,53.0,41.0,26.0,9.0,10.0,0.0,42.0,36.0,22.0,35.0,35.0,36.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85,Mango Kush,Hybrid,19.0,Myrcene,48.0,60.0,45.0,39.0,0.0,33.0,21.0,8.0,7.0,0.0,34.0,18.0,21.0,24.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
86,Headband,Hybrid,19.0,Myrcene,44.0,53.0,52.0,46.0,0.0,32.0,20.0,9.0,6.0,0.0,38.0,25.0,26.0,31.0,14.0,0.0,0.0,9.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,Fire OG,Hybrid,19.0,Myrcene,53.0,51.0,49.0,39.0,0.0,30.0,19.0,8.0,6.0,3.0,32.0,23.0,23.0,24.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
88,White Rhino,Indica,17.0,Myrcene,54.0,49.0,46.0,31.0,33.0,37.0,18.0,7.0,7.0,0.0,37.0,31.0,18.0,27.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89,Superglue,Hybrid,20.0,Caryophyllene,73.0,58.0,51.0,43.0,0.0,25.0,11.0,4.0,1.0,4.0,34.0,21.0,23.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
90,Pink Runtz,Hybrid,16.0,Ocimene,47.0,50.0,31.0,34.0,0.0,7.0,7.0,2.0,5.0,0.0,13.0,18.0,18.0,15.0,0.0,26.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91,Banana Kush,Hybrid,18.0,Myrcene,47.0,45.0,41.0,35.0,0.0,27.0,17.0,5.0,4.0,0.0,31.0,22.0,19.0,24.0,15.0,0.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92,Orange Cookies,Hybrid,18.0,Terpinolene,57.0,52.0,42.0,41.0,0.0,18.0,11.0,3.0,3.0,3.0,20.0,13.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93,Ice Cream,Hybrid,18.0,Myrcene,56.0,53.0,47.0,45.0,0.0,26.0,15.0,8.0,7.0,4.0,35.0,23.0,32.0,28.0,15.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
